,Name,Team,Position,xG per fixture,xG per game,Team games,Played,GW38,GW37*,GW37,GW36*,GW36,GW35,GW34*,GW34,GW33*,GW33,GW32,GW31*,GW31,GW30,GW29*,GW29,GW28*,GW28,GW27*,GW27,GW26*,GW26,GW25*,GW25,GW24,GW23*,GW23,GW22*,GW22,GW21*,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
134,Mohammed Salisu,Southampton,Defender,8.68421052631579,9.705882352941176,38,34,0.0,,0.0,,8.0,0.0,,18.0,0.0,0.0,0.0,,0.0,,,45.0,50.0,0.0,,20.0,,0.0,,0.0,22.0,,4.0,,36.0,,0.0,0.0,0.0,,2.0,0.0,20.0,30.0,0.0,9.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.0,2.0,19.0
135,Andrew Robertson,Liverpool,Defender,8.657894736842104,11.344827586206895,38,29,0.0,,0.0,0.0,2.0,19.0,,27.0,,2.0,4.0,,3.0,,10.0,8.0,,8.0,,,21.0,0.0,,14.0,4.0,,15.0,,24.0,,0.0,0.0,,41.0,14.0,33.0,12.0,4.0,4.0,0.0,18.0,6.0,4.0,4.0,0.0,9.0,0.0,6.0,13.0,0.0,0.0
136,Paul Pogba,Man Utd,Midfielder,8.631578947368421,16.4,38,20,0.0,,,,0.0,0.0,0.0,0.0,0.0,6.0,7.0,,19.0,,,3.0,,2.0,,24.0,,12.0,8.0,21.0,31.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,56.0,13.0,2.0,17.0,70.0,15.0
137,Lewis Dunk,Brighton,Defender,8.605263157894736,11.275862068965518,38,29,0.0,,2.0,,9.0,2.0,,28.0,0.0,17.0,17.0,,28.0,,2.0,0.0,,104.0,,18.0,,0.0,0.0,9.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,21.0,0.0,0.0,0.0,2.0,4.0,19.0,24.0,19.0,0.0,0.0,0.0,2.0,0.0
138,Callum Hudson-Odoi,Chelsea,Midfielder,8.578947368421053,21.733333333333334,38,15,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,9.0,30.0,0.0,,2.0,38.0,43.0,0.0,0.0,2.0,12.0,0.0,40.0,31.0,50.0,8.0,25.0,0.0,22.0,0.0,0.0,14.0,0.0,0.0,0.0
139,Ryan Fraser,Newcastle,Midfielder,8.526315789473685,12.0,38,27,0.0,,17.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,,11.0,0.0,11.0,36.0,,36.0,,10.0,,0.0,87.0,,29.0,,3.0,,,,21.0,2.0,2.0,2.0,0.0,8.0,2.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,4.0,0.0,18.0,4.0,5.0
140,Emerson Aparecido Leite de Souza Junior,Spurs,Defender,8.514285714285714,9.612903225806452,35,31,0.0,,27.0,30.0,20.0,4.0,,4.0,,0.0,0.0,,39.0,6.0,0.0,0.0,,0.0,,4.0,13.0,3.0,,2.0,2.0,,0.0,,49.0,,18.0,2.0,27.0,2.0,,,0.0,0.0,,6.0,8.0,6.0,2.0,0.0,24.0,0.0,0.0,0.0,,,
141,Joshua Sargent,Norwich,Forward,8.5,12.423076923076923,38,26,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,14.0,4.0,5.0,,10.0,,10.0,,6.0,0.0,,46.0,,54.0,,0.0,0.0,0.0,,0.0,14.0,6.0,27.0,9.0,18.0,0.0,0.0,0.0,36.0,32.0,2.0,20.0,0.0,4.0,2.0,4.0
142,Jan Bednarek,Southampton,Defender,8.447368421052632,10.35483870967742,38,31,0.0,,0.0,,0.0,0.0,,0.0,0.0,33.0,0.0,,28.0,,,18.0,0.0,4.0,,29.0,,0.0,,0.0,6.0,,40.0,,23.0,,33.0,0.0,17.0,,0.0,4.0,0.0,37.0,7.0,18.0,2.0,18.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
143,Pierre-Emile Højbjerg,Spurs,Midfielder,8.289473684210526,8.75,38,36,0.0,,8.0,0.0,3.0,2.0,,4.0,,4.0,24.0,,7.0,8.0,1.0,11.0,,2.0,,0.0,2.0,0.0,,0.0,2.0,,0.0,,40.0,,38.0,8.0,0.0,0.0,,,18.0,42.0,,25.0,0.0,2.0,7.0,7.0,7.0,0.0,0.0,2.0,9.0,20.0,12.0
144,Harry Maguire,Man Utd,Defender,8.263157894736842,10.466666666666667,38,30,0.0,,,,23.0,0.0,0.0,0.0,2.0,2.0,50.0,,19.0,,,0.0,,0.0,,0.0,,17.0,15.0,52.0,6.0,,0.0,2.0,0.0,,0.0,0.0,2.0,,,17.0,6.0,8.0,0.0,0.0,4.0,0.0,8.0,4.0,0.0,19.0,8.0,17.0,22.0,7.0,4.0
145,Fabio Henrique Tavares,Liverpool,Midfielder,8.157894736842104,10.689655172413792,38,29,0.0,,0.0,0.0,0.0,1.0,,3.0,,8.0,0.0,,17.0,,0.0,2.0,,0.0,,,8.0,0.0,,67.0,0.0,,28.0,,40.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,28.0,59.0,15.0,0.0,0.0
146,Tyrone Mings,Aston Villa,Defender,8.131578947368421,8.583333333333334,38,36,0.0,0.0,0.0,2.0,0.0,0.0,,13.0,,,0.0,,13.0,0.0,,13.0,20.0,0.0,,2.0,,2.0,,7.0,22.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,17.0,4.0,44.0,24.0,4.0,0.0,2.0,10.0,2.0,41.0,29.0,0.0,38.0,0.0
147,Moussa Sissoko,Watford,Midfielder,8.105263157894736,8.555555555555555,38,36,0.0,,6.0,4.0,33.0,2.0,,20.0,,6.0,39.0,,0.0,,,0.0,0.0,38.0,,2.0,33.0,4.0,,0.0,1.0,0.0,12.0,,6.0,,0.0,17.0,,,,0.0,2.0,21.0,8.0,22.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,17.0,5.0,0.0,0.0
148,John McGinn,Aston Villa,Midfielder,8.078947368421053,8.771428571428572,38,35,0.0,23.0,11.0,0.0,14.0,8.0,,8.0,,,9.0,,1.0,5.0,,17.0,24.0,6.0,,51.0,,9.0,,8.0,0.0,,0.0,,0.0,,2.0,,0.0,,7.0,0.0,0.0,0.0,12.0,8.0,9.0,9.0,8.0,8.0,18.0,0.0,11.0,3.0,0.0,5.0,13.0
149,James Tarkowski,Burnley,Defender,8.078947368421053,8.771428571428572,38,35,0.0,2.0,0.0,,2.0,11.0,,13.0,24.0,6.0,0.0,8.0,0.0,,,4.0,,0.0,6.0,8.0,4.0,0.0,,2.0,20.0,4.0,6.0,,,,0.0,26.0,,,,21.0,13.0,0.0,,25.0,0.0,7.0,2.0,6.0,0.0,4.0,8.0,0.0,19.0,12.0,44.0
150,Adama Traore,Wolves,Midfielder,7.894736842105263,15.0,38,20,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,21.0,,2.0,,,0.0,2.0,0.0,4.0,22.0,0.0,8.0,0.0,0.0,4.0,29.0,0.0,0.0,25.0,8.0,23.0,65.0,87.0
151,Anthony Elanga,Man Utd,Midfielder,7.815789473684211,14.142857142857142,38,21,0.0,,,,2.0,2.0,10.0,28.0,10.0,31.0,6.0,,28.0,,,0.0,,4.0,,24.0,,38.0,7.0,0.0,0.0,,28.0,37.0,42.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,Tyler Roberts,Leeds,Midfielder,7.7894736842105265,12.869565217391305,38,23,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,,2.0,,0.0,,60.0,,,19.0,9.0,11.0,51.0,7.0,55.0,2.0,2.0,0.0,9.0,5.0,30.0,0.0,6.0,21.0,2.0,0.0,3.0
153,Matt Doherty,Spurs,Defender,7.657894736842105,19.4,38,15,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,18.0,,37.0,22.0,18.0,22.0,,21.0,,38.0,0.0,0.0,,0.0,0.0,,18.0,,44.0,,0.0,43.0,0.0,0.0,,,6.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,Marc Guehi,Crystal Palace,Defender,7.631578947368421,8.055555555555555,38,36,0.0,0.0,8.0,,24.0,0.0,,22.0,,24.0,4.0,,0.0,,,2.0,,6.0,,0.0,0.0,38.0,,0.0,0.0,,0.0,,4.0,,0.0,18.0,0.0,,0.0,18.0,0.0,0.0,37.0,34.0,0.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,27.0,0.0,2.0
155,Nathan Redmond,Southampton,Midfielder,7.605263157894737,10.703703703703704,38,27,0.0,,24.0,,4.0,2.0,,8.0,2.0,0.0,0.0,,0.0,,,9.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,8.0,,4.0,0.0,14.0,,6.0,29.0,4.0,20.0,2.0,0.0,0.0,18.0,46.0,29.0,6.0,12.0,16.0,24.0,0.0,0.0,2.0
156,Patrick Bamford,Leeds,Forward,7.605263157894737,32.111111111111114,38,9,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,4.0,,8.0,4.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,60.0,69.0,72.0,8.0
157,Stuart Dallas,Leeds,Midfielder,7.578947368421052,8.470588235294118,38,34,0.0,,0.0,0.0,0.0,0.0,,9.0,,,0.0,,21.0,0.0,,2.0,0.0,2.0,,31.0,4.0,0.0,,0.0,9.0,,0.0,,7.0,,42.0,,,4.0,3.0,0.0,7.0,18.0,7.0,7.0,0.0,16.0,8.0,0.0,49.0,26.0,0.0,4.0,10.0,2.0,0.0
158,Solomon March,Brighton,Midfielder,7.5,9.193548387096774,38,31,0.0,,8.0,,6.0,0.0,,19.0,2.0,2.0,0.0,,18.0,,4.0,23.0,,4.0,,22.0,,6.0,0.0,0.0,,,4.0,0.0,21.0,,0.0,2.0,0.0,,14.0,,0.0,4.0,28.0,0.0,4.0,21.0,12.0,4.0,19.0,0.0,17.0,2.0,0.0,8.0,11.0
159,Edinson Cavani,Man Utd,Forward,7.447368421052632,18.866666666666667,38,15,0.0,,,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,51.0,,2.0,0.0,2.0,,5.0,10.0,74.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,34.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,0.0
160,Shane Duffy,Brighton,Defender,7.421052631578948,15.666666666666666,38,18,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,28.0,0.0,,40.0,,0.0,,13.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,6.0,0.0,0.0,0.0,17.0,4.0,0.0,6.0,11.0,21.0,22.0,0.0,4.0,53.0,57.0
161,Declan Rice,West Ham,Midfielder,7.2894736842105265,7.694444444444445,38,36,0.0,,2.0,,2.0,28.0,,0.0,,28.0,10.0,,0.0,0.0,,0.0,,0.0,,2.0,,2.0,,2.0,0.0,,18.0,,16.0,2.0,2.0,0.0,15.0,,10.0,17.0,0.0,11.0,13.0,7.0,0.0,48.0,0.0,3.0,2.0,10.0,0.0,8.0,12.0,1.0,6.0
162,Josh Brownhill,Burnley,Midfielder,7.2894736842105265,7.914285714285715,38,35,0.0,9.0,0.0,,2.0,44.0,,0.0,2.0,0.0,11.0,4.0,4.0,,,3.0,,0.0,6.0,0.0,24.0,39.0,,14.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,8.0,0.0,,10.0,8.0,0.0,4.0,6.0,22.0,1.0,12.0,21.0,19.0,4.0,0.0
163,Jamaal Lascelles,Newcastle,Defender,7.2631578947368425,10.615384615384615,38,26,0.0,,8.0,,53.0,0.0,,2.0,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,,0.0,,0.0,,0.0,12.0,,2.0,,26.0,,,,4.0,0.0,0.0,6.0,42.0,0.0,2.0,56.0,6.0,6.0,10.0,4.0,0.0,0.0,25.0,0.0,4.0,4.0,0.0
164,Jacob Murphy,Newcastle,Midfielder,7.2368421052631575,8.333333333333334,38,33,0.0,,19.0,,2.0,2.0,,14.0,0.0,0.0,0.0,,0.0,,2.0,8.0,24.0,21.0,,14.0,,55.0,,0.0,4.0,,0.0,,0.0,,,,9.0,1.0,5.0,6.0,4.0,0.0,4.0,3.0,5.0,0.0,0.0,8.0,4.0,9.0,0.0,0.0,22.0,0.0,30.0
165,Thiago Alcantara do Nascimento,Liverpool,Midfielder,7.2105263157894735,10.96,38,25,0.0,,0.0,0.0,19.0,0.0,,7.0,,0.0,2.0,,8.0,,2.0,0.0,,0.0,,,0.0,10.0,,0.0,1.0,,0.0,,0.0,,0.0,0.0,,0.0,6.0,10.0,68.0,11.0,17.0,35.0,17.0,0.0,0.0,0.0,0.0,0.0,43.0,10.0,0.0,8.0,0.0
166,Steven Bergwijn,Spurs,Midfielder,7.184210526315789,10.92,38,25,0.0,,0.0,6.0,2.0,2.0,,0.0,,4.0,2.0,,21.0,2.0,0.0,0.0,,23.0,,0.0,19.0,0.0,,6.0,0.0,,20.0,,42.0,,0.0,0.0,27.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,34.0,23.0
167,Leon Bailey,Aston Villa,Midfielder,7.131578947368421,15.055555555555555,38,18,0.0,0.0,0.0,0.0,0.0,11.0,,30.0,,,6.0,,21.0,2.0,,7.0,0.0,6.0,,0.0,,8.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,18.0,18.0,35.0,8.0,51.0,10.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,21.0
168,Michael Olise,Crystal Palace,Midfielder,7.078947368421052,10.346153846153847,38,26,0.0,0.0,0.0,,31.0,2.0,,4.0,,0.0,0.0,,0.0,,,6.0,,34.0,,48.0,17.0,4.0,,2.0,2.0,,30.0,,0.0,,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,19.0,4.0,2.0,4.0,0.0,43.0,0.0,4.0,0.0,0.0,0.0,0.0
169,Ruben Santos Gato Alves Dias,Man City,Defender,7.052631578947368,9.241379310344827,38,29,0.0,,0.0,0.0,33.0,4.0,,26.0,,0.0,0.0,,0.0,,,0.0,,0.0,,2.0,,9.0,,24.0,2.0,,2.0,,0.0,,12.0,8.0,18.0,37.0,0.0,0.0,2.0,11.0,18.0,0.0,0.0,2.0,4.0,0.0,2.0,36.0,8.0,4.0,2.0,0.0,2.0
170,Nelson Cabral Semedo,Wolves,Defender,7.0,10.64,38,25,0.0,,0.0,0.0,0.0,1.0,,23.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,,6.0,3.0,,29.0,,4.0,,29.0,,,0.0,7.0,0.0,0.0,12.0,2.0,38.0,2.0,4.0,0.0,6.0,2.0,17.0,20.0,43.0,2.0,12.0,0.0
171,Fabio Silva,Wolves,Forward,6.894736842105263,11.909090909090908,38,22,0.0,,8.0,0.0,0.0,4.0,,48.0,,,23.0,,44.0,0.0,,4.0,9.0,0.0,,67.0,0.0,0.0,,0.0,10.0,,5.0,,17.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0
172,Scott McTominay,Man Utd,Midfielder,6.7894736842105265,8.6,38,30,0.0,,,,2.0,17.0,2.0,11.0,0.0,0.0,0.0,,4.0,,,0.0,,0.0,,0.0,,2.0,2.0,8.0,9.0,,18.0,7.0,0.0,,18.0,33.0,14.0,,,16.0,14.0,0.0,0.0,0.0,2.0,8.0,4.0,7.0,22.0,2.0,8.0,0.0,0.0,8.0,20.0
173,Leander Dendoncker,Wolves,Midfielder,6.7894736842105265,8.6,38,30,0.0,,0.0,34.0,6.0,2.0,,2.0,,,0.0,,6.0,23.0,,8.0,0.0,0.0,,4.0,0.0,22.0,,50.0,27.0,,2.0,,1.0,,0.0,,,17.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0
174,Dan Burn,Newcastle,Defender,6.769230769230769,9.10344827586207,39,29,0.0,,2.0,,0.0,0.0,,4.0,6.0,10.0,21.0,,36.0,,20.0,4.0,6.0,7.0,,0.0,,4.0,,20.0,0.0,,20.0,0.0,17.0,,50.0,4.0,18.0,,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
175,Granit Xhaka,Arsenal,Midfielder,6.657894736842105,9.37037037037037,38,27,0.0,,6.0,1.0,15.0,0.0,,7.0,20.0,21.0,8.0,,8.0,2.0,3.0,31.0,,10.0,,,30.0,10.0,,,2.0,,0.0,,,,0.0,,0.0,20.0,45.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0
176,Ezri Konsa Ngoyo,Aston Villa,Defender,6.605263157894737,8.655172413793103,38,29,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,,,36.0,,2.0,0.0,,0.0,0.0,0.0,,2.0,,0.0,,0.0,0.0,,0.0,,0.0,,9.0,,0.0,,0.0,0.0,66.0,17.0,4.0,4.0,0.0,4.0,6.0,17.0,15.0,7.0,4.0,44.0,6.0,4.0,2.0
177,Rodrigo Bentancur,Spurs,Midfielder,6.555555555555555,6.9411764705882355,18,17,0.0,,23.0,4.0,7.0,2.0,,26.0,,3.0,0.0,,8.0,1.0,0.0,20.0,,2.0,,0.0,0.0,0.0,,4.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Francisco Jorge Tomas Oliveira,Wolves,Midfielder,6.555555555555555,14.75,18,8,0.0,,27.0,16.0,2.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,33.0,,0.0,0.0,0.0,,0.0,38.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
179,Oriol Romeu Vidal,Southampton,Midfielder,6.5,6.861111111111111,38,36,0.0,,0.0,,2.0,27.0,,12.0,11.0,0.0,2.0,,6.0,,,0.0,1.0,2.0,,19.0,,7.0,,3.0,41.0,,0.0,,15.0,,14.0,0.0,3.0,,4.0,0.0,8.0,2.0,2.0,10.0,1.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,8.0
180,Jordan Henderson,Liverpool,Midfielder,6.5,7.057142857142857,38,35,0.0,,0.0,0.0,20.0,1.0,,0.0,,5.0,1.0,,0.0,,2.0,11.0,,2.0,,,2.0,22.0,,0.0,0.0,,24.0,,2.0,,4.0,12.0,,0.0,26.0,2.0,2.0,19.0,10.0,0.0,10.0,16.0,8.0,0.0,2.0,6.0,20.0,7.0,9.0,2.0,0.0
181,Nathan Collins,Burnley,Defender,6.473684210526316,12.947368421052632,38,19,0.0,0.0,11.0,,30.0,37.0,,6.0,37.0,0.0,14.0,37.0,0.0,,,6.0,,7.0,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Ben Davies,Spurs,Defender,6.394736842105263,8.379310344827585,38,29,0.0,,13.0,0.0,4.0,18.0,,6.0,,0.0,2.0,,33.0,0.0,8.0,0.0,,0.0,,33.0,19.0,0.0,,4.0,8.0,,0.0,,2.0,,20.0,8.0,0.0,4.0,,,11.0,19.0,,19.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Pierre Lees-Melou,Norwich,Midfielder,6.2894736842105265,7.242424242424242,38,33,0.0,,1.0,0.0,20.0,21.0,,0.0,,11.0,19.0,,4.0,,,0.0,3.0,7.0,,4.0,,0.0,,0.0,0.0,,0.0,,16.0,,0.0,28.0,0.0,,0.0,3.0,8.0,26.0,0.0,0.0,10.0,0.0,0.0,22.0,10.0,10.0,0.0,0.0,12.0,0.0,4.0
184,Matej Vydra,Burnley,Forward,6.2894736842105265,10.863636363636363,38,22,0.0,0.0,0.0,,0.0,37.0,,24.0,0.0,0.0,9.0,8.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,18.0,,,,0.0,4.0,,,,8.0,6.0,2.0,,19.0,34.0,2.0,0.0,0.0,21.0,27.0,8.0,0.0,0.0,0.0,12.0
185,Ben Mee,Burnley,Defender,6.2631578947368425,11.333333333333334,38,21,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,4.0,8.0,66.0,0.0,,6.0,0.0,6.0,22.0,,,,0.0,7.0,,,,0.0,0.0,0.0,,41.0,0.0,6.0,0.0,0.0,0.0,2.0,17.0,24.0,18.0,4.0,7.0
186,Luke Ayling,Leeds,Defender,6.2631578947368425,9.153846153846153,38,26,0.0,,0.0,0.0,0.0,0.0,,2.0,,,9.0,,10.0,61.0,,4.0,0.0,40.0,,6.0,0.0,0.0,,6.0,4.0,,6.0,,8.0,,0.0,,,2.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,13.0
187,Ruben Diogo da Silva Neves,Wolves,Midfielder,6.2368421052631575,7.181818181818182,38,33,0.0,,8.0,2.0,1.0,8.0,,0.0,,,0.0,,0.0,8.0,,15.0,17.0,16.0,,7.0,0.0,8.0,,15.0,9.0,,15.0,,0.0,,16.0,,,0.0,9.0,0.0,0.0,0.0,2.0,12.0,1.0,18.0,0.0,7.0,0.0,0.0,1.0,9.0,8.0,24.0,1.0
188,Fabian Schar,Newcastle,Defender,6.157894736842105,9.36,38,25,0.0,,8.0,,0.0,0.0,,0.0,0.0,0.0,8.0,,7.0,,24.0,23.0,4.0,17.0,,40.0,,27.0,,2.0,21.0,,2.0,,4.0,,,,2.0,0.0,0.0,18.0,2.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Rico Henry,Brentford,Defender,6.131578947368421,6.852941176470588,38,34,0.0,,61.0,,0.0,7.0,,8.0,,0.0,0.0,,0.0,0.0,,3.0,,0.0,,2.0,,0.0,,24.0,6.0,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,28.0,0.0,0.0,0.0,35.0,37.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,2.0
190,Naby Keita,Liverpool,Midfielder,6.105263157894737,10.08695652173913,38,23,0.0,,0.0,13.0,2.0,26.0,,9.0,,0.0,2.0,,0.0,,0.0,18.0,,1.0,,,0.0,10.0,,7.0,0.0,,0.0,,0.0,,0.0,18.0,,33.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,0.0,0.0,14.0,2.0,0.0,1.0,4.0
191,Aaron Lennon,Burnley,Midfielder,6.055555555555555,7.785714285714286,36,28,0.0,7.0,0.0,,4.0,31.0,,38.0,4.0,0.0,8.0,12.0,2.0,,,2.0,,2.0,22.0,5.0,2.0,19.0,,0.0,0.0,4.0,0.0,,,,2.0,24.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,,
192,Samir Caetano de Souza Santos,Watford,Defender,6.05,6.368421052631579,20,19,0.0,,0.0,0.0,18.0,0.0,,0.0,,22.0,0.0,,0.0,,,0.0,18.0,0.0,,7.0,18.0,0.0,,0.0,0.0,4.0,17.0,,17.0,,,,,,,,,,,,,,,,,,,,,,
193,Thiago Emiliano da Silva,Chelsea,Defender,6.026315789473684,7.15625,38,32,0.0,,4.0,0.0,26.0,2.0,0.0,8.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,,0.0,,,,,25.0,0.0,0.0,,0.0,0.0,0.0,2.0,17.0,4.0,19.0,0.0,20.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0
194,Michael Keane,Everton,Defender,6.026315789473684,7.15625,38,32,0.0,23.0,0.0,55.0,0.0,0.0,,0.0,,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,2.0,,17.0,2.0,,0.0,,10.0,,1.0,,,,2.0,0.0,6.0,0.0,8.0,0.0,4.0,19.0,4.0,0.0,4.0,4.0,8.0,17.0,0.0,17.0,20.0
195,Ben Godfrey,Everton,Defender,5.842105263157895,9.652173913043478,38,23,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2.0,4.0,0.0,0.0,,19.0,3.0,,0.0,,0.0,,0.0,,0.0,0.0,,40.0,,21.0,,0.0,,,,17.0,12.0,0.0,0.0,0.0,0.0,11.0,18.0,0.0,26.0,0.0,43.0,0.0,6.0,0.0,0.0,0.0
196,N'Golo Kante,Chelsea,Midfielder,5.815789473684211,8.5,38,26,0.0,,0.0,0.0,0.0,0.0,21.0,40.0,,0.0,17.0,,13.0,,,4.0,2.0,4.0,,,,19.0,,,,,0.0,1.0,0.0,,4.0,4.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,12.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0
197,Tino Livramento,Southampton,Defender,5.815789473684211,7.892857142857143,38,28,0.0,,0.0,,0.0,0.0,,8.0,0.0,0.0,0.0,,6.0,,,0.0,8.0,4.0,,10.0,,33.0,,0.0,0.0,,0.0,,0.0,,0.0,0.0,4.0,,6.0,4.0,26.0,2.0,2.0,8.0,2.0,6.0,55.0,5.0,2.0,17.0,0.0,0.0,10.0,1.0,2.0
198,Andros Townsend,Everton,Midfielder,5.815789473684211,10.523809523809524,38,21,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,,0.0,,0.0,,0.0,,0.0,22.0,,2.0,,0.0,,0.0,,,,0.0,20.0,2.0,12.0,2.0,7.0,0.0,2.0,15.0,6.0,40.0,37.0,21.0,16.0,9.0,7.0,0.0
199,Grant Hanley,Norwich,Defender,5.7894736842105265,6.666666666666667,38,33,0.0,,11.0,21.0,4.0,6.0,,2.0,,0.0,9.0,,0.0,,,0.0,0.0,2.0,,21.0,,0.0,,8.0,0.0,,4.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,26.0,8.0,4.0,17.0,0.0,0.0,0.0,21.0,18.0,0.0,0.0,2.0,2.0,0.0,34.0
200,Kiernan Dewsbury-Hall,Leicester,Midfielder,5.7631578947368425,7.821428571428571,38,28,0.0,0.0,5.0,10.0,2.0,0.0,,3.0,8.0,28.0,35.0,,0.0,1.0,,22.0,,0.0,,20.0,,6.0,,5.0,2.0,,11.0,,16.0,,,0.0,1.0,,,4.0,14.0,20.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
